image_path,label
dataset/kfood/나물/나물/가지볶음/Img_040_0782.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0356.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0553.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0754.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0706.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0836.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0389.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0672.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0856.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0878.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0329.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0660.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0537.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0423.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0893.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0463.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0061.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0493.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0525.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0725.jpg,가지볶음
dataset/kfood/장/장/간장게장/Img_093_0374.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0966.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0724.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0843.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0600.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0066.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0917.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0710.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0208.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0460.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0468.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0518.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0509.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0361.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0964.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0119.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0126.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0037.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0719.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0388.jpg,간장게장
dataset/kfood/구이/구이/갈비구이/Img_000_0304.jpg,갈비구이
dataset/kfood/구이/구이/갈비구이/Img_000_0330.jpg,갈비구이
