image_path,label
dataset/kfood/나물/나물/가지볶음/Img_040_0162.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0783.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0809.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0957.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0171.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0176.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0926.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0038.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0117.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0431.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0084.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0851.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0309.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0036.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0939.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0045.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0001.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0103.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0549.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0054.JPG,가지볶음
dataset/kfood/장/장/간장게장/Img_093_0529.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0293.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0447.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0160.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0627.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0397.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0753.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0200.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0235.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0679.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0065.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0363.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0828.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0385.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0906.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0760.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0005.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0070.jpg,간장게장
