image_path,label
dataset/kfood/나물/나물/가지볶음/Img_040_0345.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0221.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0360.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0419.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0846.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0793.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0531.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0143.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0753.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0635.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0086.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0000.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0456.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0964.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0164.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0532.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0607.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0718.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0703.jpg,가지볶음
dataset/kfood/나물/나물/가지볶음/Img_040_0920.jpg,가지볶음
dataset/kfood/장/장/간장게장/Img_093_0847.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0942.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0946.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0323.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0084.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0360.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0072.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0290.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0396.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0105.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0781.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0612.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0181.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0892.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0364.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0633.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0052.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0155.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0152.jpg,간장게장
dataset/kfood/장/장/간장게장/Img_093_0887.jpg,간장게장
dataset/kfood/구이/구이/갈비구이/Img_000_0030.jpg,갈비구이
dataset/kfood/구이/구이/갈비구이/Img_000_0960.jpg,갈비구이
dataset/kfood/구이/구이/갈비구이/Img_000_0125.jpg,갈비구이
dataset/kfood/구이/구이/갈비구이/Img_000_0226.jpg,갈비구이
dataset/kfood/구이/구이/갈비구이/Img_000_0940.jpg,갈비구이
dataset/kfood/구이/구이/갈비구이/Img_000_0336.jpg,갈비구이
dataset/kfood/구이/구이/갈비구이/Img_000_0991.jpg,갈비구이
dataset/kfood/구이/구이/갈비구이/Img_000_0587.jpg,갈비구이
dataset/kfood/구이/구이/갈비구이/Img_000_0053.JPG,갈비구이
dataset/kfood/구이/구이/갈비구이/Img_000_0623.jpg,갈비구이
dataset/kfood/구이/구이/갈비구이/Img_000_0318.jpg,갈비구이
dataset/kfood/구이/구이/갈비구이/Img_000_0859.jpg,갈비구이
dataset/kfood/구이/구이/갈비구이/Img_000_0108.jpg,갈비구이
dataset/kfood/구이/구이/갈비구이/Img_000_0258.jpg,갈비구이
dataset/kfood/구이/구이/갈비구이/Img_000_0616.jpg,갈비구이
dataset/kfood/구이/구이/갈비구이/Img_000_0191.jpg,갈비구이
dataset/kfood/구이/구이/갈비구이/Img_000_0018.jpg,갈비구이
dataset/kfood/구이/구이/갈비구이/Img_000_0162.jpg,갈비구이
dataset/kfood/구이/구이/갈비구이/Img_000_0444.jpg,갈비구이
dataset/kfood/구이/구이/갈비구이/Img_000_0060.JPG,갈비구이
